#track type=interact name="interact Example One" description="An interact file" interactDirectional=true maxHeightPixels=200:100:50 visibility=full
#chrom       chromStart       chromEnd       name       score       value       exp       color       SourceChrom       SourceStart       SourcrEnd       SourceName       SourceStrand       targetChrom       targetStart       targetEnd       targetName       targetStrand
chr8       56221595       56231876       .       10       10       .       0       chr8       56221595       56222945       .       .       chr8       56230496       56231876       .       .
chr8       56230841       56271847       .       7       7       .       0       chr8       56230841       56232575       .       .       chr8       56270707       56271847       .       .
chr8       56231320       56287814       .       8       8       .       0       chr8       56231320       56232471       .       .       chr8       56286405       56287814       .       .
chr8       56268308       56408922       .       7       7       .       0       chr8       56268308       56269316       .       .       chr8       56408248       56408922       .       .
chr8       56269559       56288109       .       13       13       .       0       chr8       56269559       56272196       .       .       chr8       56286101       56288109       .       .
chr8       56278496       56288262       .       9       9       .       0       chr8       56278496       56279691       .       .       chr8       56286590       56288262       .       .
chr8       56364540       56379886       .       7       7       .       0       chr8       56364540       56365136       .       .       chr8       56379386       56379886       .       .
chr8       56551858       56565492       .       29       29       .       0       chr8       56551858       56555810       .       .       chr8       56562994       56565492       .       .
chr8       60506338       60535427       .       12       12       .       0       chr8       60506338       60507748       .       .       chr8       60533182       60535427       .       .
chr8       61545270       61560370       .       9       9       .       0       chr8       61545270       61546931       .       .       chr8       61558606       61560370       .       .
chr8       61545619       61573068       .       8       8       .       0       chr8       61545619       61546980       .       .       chr8       61571508       61573068       .       .
chr8       61558244       61590745       .       16       16       .       0       chr8       61558244       61560877       .       .       chr8       61587641       61590745       .       .
chr8       61558404       61574319       .       20       20       .       0       chr8       61558404       61560908       .       .       chr8       61569415       61574319       .       .
chr8       61573820       61589642       .       7       7       .       0       chr8       61573820       61575758       .       .       chr8       61588520       61589642       .       .
chr8       61588590       61607914       .       7       7       .       0       chr8       61588590       61590202       .       .       chr8       61606588       61607914       .       .
chr8       61588615       61609747       .       8       8       .       0       chr8       61588615       61589702       .       .       chr8       61608496       61609747       .       .
chr8       61588788       61611843       .       8       8       .       0       chr8       61588788       61590306       .       .       chr8       61610489       61611843       .       .
chr8       65533409       65570556       .       8       8       .       0       chr8       65533409       65533981       .       .       chr8       65570056       65570556       .       .
chr8       65634080       67080780       .       7       7       .       0       chr8       65634080       65634580       .       .       chr8       67079971       67080780       .       .
chr8       68002077       68039078       .       7       7       .       0       chr8       68002077       68003597       .       .       chr8       68038148       68039078       .       .
chr8       68024114       68039635       .       16       16       .       0       chr8       68024114       68026869       .       .       chr8       68037175       68039635       .       .
chr8       68024735       68035802       .       7       7       .       0       chr8       68024735       68026418       .       .       chr8       68034528       68035802       .       .
chr8       68034665       68061579       .       38       38       .       0       chr8       68034665       68039061       .       .       chr8       68056318       68061579       .       .
chr8       68048100       68058875       .       11       11       .       0       chr8       68048100       68049332       .       .       chr8       68056732       68058875       .       .
chr8       70527259       70540047       .       15       15       .       0       chr8       70527259       70530552       .       .       chr8       70537847       70540047       .       .
chr8       70550936       70562301       .       9       9       .       0       chr8       70550936       70552544       .       .       chr8       70560079       70562301       .       .
chr8       71300175       107447136       .       7       7       .       0       chr8       71300175       71300675       .       .       chr8       107446395       107447136       .       .
chr8       71379866       71397513       .       7       7       .       0       chr8       71379866       71381290       .       .       chr8       71396128       71397513       .       .
chr8       73334324       84293349       .       7       7       .       0       chr8       73334324       73334918       .       .       chr8       84292849       84293349       .       .
chr8       77045550       77101839       .       7       7       .       0       chr8       77045550       77047556       .       .       chr8       77100454       77101839       .       .
chr8       77091053       77100795       .       7       7       .       0       chr8       77091053       77091985       .       .       chr8       77099678       77100795       .       .
chr8       78498747       78655201       .       9       9       .       0       chr8       78498747       78499308       .       .       chr8       78654700       78655201       .       .
chr8       82386799       82404120       .       8       8       .       0       chr8       82386799       82388815       .       .       chr8       82401742       82404120       .       .
chr8       84707541       84726863       .       20       20       .       0       chr8       84707541       84710600       .       .       chr8       84724074       84726863       .       .
chr8       84759871       84771424       .       7       7       .       0       chr8       84759871       84760371       .       .       chr8       84770576       84771424       .       .
chr8       84892705       84938837       .       8       8       .       0       chr8       84892705       84893218       .       .       chr8       84938021       84938837       .       .
chr8       84974957       84990910       .       9       9       .       0       chr8       84974957       84977470       .       .       chr8       84989139       84990910       .       .
chr8       85060463       85072130       .       13       13       .       0       chr8       85060463       85062947       .       .       chr8       85069871       85072130       .       .
chr8       85436386       86002583       .       7       7       .       0       chr8       85436386       85436914       .       .       chr8       86002083       86002583       .       .
chr8       85477741       85488461       .       9       9       .       0       chr8       85477741       85480031       .       .       chr8       85487366       85488461       .       .
chr8       86597842       86616664       .       8       8       .       0       chr8       86597842       86598784       .       .       chr8       86615295       86616664       .       .
chr8       89208701       89276802       .       7       7       .       0       chr8       89208701       89209201       .       .       chr8       89276256       89276802       .       .
chr8       90833460       90956213       .       7       7       .       0       chr8       90833460       90834104       .       .       chr8       90955707       90956213       .       .
chr8       90873236       91131774       .       9       9       .       0       chr8       90873236       90874058       .       .       chr8       91131274       91131774       .       .
chr8       91379267       91405532       .       36       36       .       0       chr8       91379267       91383373       .       .       chr8       91401055       91405532       .       .
chr8       91379827       91395432       .       7       7       .       0       chr8       91379827       91381661       .       .       chr8       91394009       91395432       .       .
chr8       91380312       91393426       .       7       7       .       0       chr8       91380312       91381242       .       .       chr8       91392426       91393426       .       .
chr8       91381664       91393568       .       16       16       .       0       chr8       91381664       91384765       .       .       chr8       91391574       91393568       .       .
chr8       94983744       95000026       .       7       7       .       0       chr8       94983744       94984935       .       .       chr8       94998368       95000026       .       .
chr8       95421488       95450882       .       20       20       .       0       chr8       95421488       95424491       .       .       chr8       95448940       95450882       .       .
chr8       95429702       95450852       .       9       9       .       0       chr8       95429702       95431515       .       .       chr8       95449379       95450852       .       .
chr8       95432909       95451275       .       12       12       .       0       chr8       95432909       95434810       .       .       chr8       95449378       95451275       .       .
chr8       95434844       95450619       .       9       9       .       0       chr8       95434844       95436130       .       .       chr8       95449839       95450619       .       .
chr8       104109758       104130561       .       9       9       .       0       chr8       104109758       104110538       .       .       chr8       104130010       104130561       .       .
chr8       104373915       104384849       .       13       13       .       0       chr8       104373915       104376053       .       .       chr8       104382332       104384849       .       .
chr8       104635268       105084418       .       7       7       .       0       chr8       104635268       104635768       .       .       chr8       105083865       105084418       .       .
chr8       105649154       105714937       .       8       8       .       0       chr8       105649154       105649753       .       .       chr8       105714437       105714937       .       .
chr8       105803642       105822493       .       7       7       .       0       chr8       105803642       105805963       .       .       chr8       105820779       105822493       .       .
chr8       107136413       107153367       .       11       11       .       0       chr8       107136413       107138676       .       .       chr8       107151214       107153367       .       .
chr8       111589904       111602140       .       7       7       .       0       chr8       111589904       111590404       .       .       chr8       111601584       111602140       .       .
chr8       111707845       111741337       .       8       8       .       0       chr8       111707845       111709881       .       .       chr8       111740292       111741337       .       .
chr8       111708517       111726768       .       18       18       .       0       chr8       111708517       111710801       .       .       chr8       111724581       111726768       .       .
chr8       111716469       111731619       .       11       11       .       0       chr8       111716469       111719056       .       .       chr8       111729363       111731619       .       .
chr8       111726091       111819278       .       7       7       .       0       chr8       111726091       111727944       .       .       chr8       111817727       111819278       .       .
chr8       111726092       111782635       .       7       7       .       0       chr8       111726092       111726856       .       .       chr8       111781405       111782635       .       .
chr8       111726615       111743556       .       27       27       .       0       chr8       111726615       111729763       .       .       chr8       111740291       111743556       .       .
chr8       111728456       111783201       .       11       11       .       0       chr8       111728456       111731737       .       .       chr8       111781344       111783201       .       .
chr8       111729862       111743557       .       7       7       .       0       chr8       111729862       111731523       .       .       chr8       111741462       111743557       .       .
chr8       111729885       111741375       .       8       8       .       0       chr8       111729885       111730944       .       .       chr8       111740474       111741375       .       .
chr8       111772946       111784418       .       11       11       .       0       chr8       111772946       111774569       .       .       chr8       111781488       111784418       .       .
chr8       114093667       114135750       .       8       8       .       0       chr8       114093667       114094913       .       .       chr8       114134127       114135750       .       .
chr8       114106696       114130320       .       7       7       .       0       chr8       114106696       114108162       .       .       chr8       114128821       114130320       .       .
chr8       114563333       114594121       .       7       7       .       0       chr8       114563333       114564338       .       .       chr8       114593268       114594121       .       .
chr8       115718906       115831070       .       7       7       .       0       chr8       115718906       115720072       .       .       chr8       115829808       115831070       .       .
chr8       115768644       115823062       .       7       7       .       0       chr8       115768644       115769144       .       .       chr8       115822478       115823062       .       .
chr8       116282691       116353934       .       13       13       .       0       chr8       116282691       116284158       .       .       chr8       116352332       116353934       .       .
chr8       116332805       116353934       .       8       8       .       0       chr8       116332805       116334170       .       .       chr8       116352610       116353934       .       .
chr8       117010069       117263518       .       7       7       .       0       chr8       117010069       117010569       .       .       chr8       117262923       117263518       .       .
chr8       117673134       117696407       .       7       7       .       0       chr8       117673134       117674346       .       .       chr8       117695135       117696407       .       .
chr8       117675866       117697236       .       9       9       .       0       chr8       117675866       117676864       .       .       chr8       117694858       117697236       .       .
chr8       117699899       117715976       .       7       7       .       0       chr8       117699899       117701307       .       .       chr8       117714508       117715976       .       .
chr8       117701305       117714187       .       8       8       .       0       chr8       117701305       117702092       .       .       chr8       117712893       117714187       .       .
chr8       117706537       117745984       .       9       9       .       0       chr8       117706537       117707244       .       .       chr8       117745484       117745984       .       .
chr8       119786194       119864141       .       7       7       .       0       chr8       119786194       119786752       .       .       chr8       119863600       119864141       .       .
chr8       120103087       120114085       .       10       10       .       0       chr8       120103087       120104396       .       .       chr8       120112656       120114085       .       .
chr8       120610014       120619185       .       7       7       .       0       chr8       120610014       120610514       .       .       chr8       120618611       120619185       .       .
chr8       121133359       122110400       .       7       7       .       0       chr8       121133359       121133996       .       .       chr8       122109900       122110400       .       .
chr8       123235807       123246340       .       8       8       .       0       chr8       123235807       123237238       .       .       chr8       123244521       123246340       .       .
chr8       123683459       123703678       .       8       8       .       0       chr8       123683459       123684728       .       .       chr8       123701544       123703678       .       .
chr8       128466464       128484743       .       8       8       .       0       chr8       128466464       128467350       .       .       chr8       128482676       128484743       .       .
chr8       128653135       128687121       .       21       21       .       0       chr8       128653135       128656513       .       .       chr8       128684103       128687121       .       .
chr9       7835474       7856207       .       8       8       .       0       chr9       7835474       7837185       .       .       chr9       7855043       7856207       .       .
chr9       7856664       7874029       .       28       28       .       0       chr9       7856664       7860625       .       .       chr9       7871469       7874029       .       .
chr9       7872808       7892205       .       8       8       .       0       chr9       7872808       7874135       .       .       chr9       7891246       7892205       .       .
chr9       9214039       9228746       .       10       10       .       0       chr9       9214039       9215930       .       .       chr9       9226923       9228746       .       .
chr9       9228978       9238514       .       7       7       .       0       chr9       9228978       9230138       .       .       chr9       9237224       9238514       .       .
chr9       13661431       78527850       .       7       7       .       0       chr9       13661431       13662048       .       .       chr9       78527350       78527850       .       .
chr9       15279365       15302134       .       10       10       .       0       chr9       15279365       15281909       .       .       chr9       15300584       15302134       .       .
chr9       21706131       21721748       .       7       7       .       0       chr9       21706131       21707594       .       .       chr9       21720261       21721748       .       .
chr9       23639409       24900073       .       7       7       .       0       chr9       23639409       23639909       .       .       chr9       24899508       24900073       .       .
chr9       24367647       24860476       .       7       7       .       0       chr9       24367647       24368414       .       .       chr9       24859976       24860476       .       .
chr9       26068556       26087473       .       9       9       .       0       chr9       26068556       26069056       .       .       chr9       26086906       26087473       .       .
chr9       26851568       26974833       .       7       7       .       0       chr9       26851568       26852107       .       .       chr9       26974333       26974833       .       .
chr9       29565869       32505812       .       7       7       .       0       chr9       29565869       29566476       .       .       chr9       32505312       32505812       .       .
chr9       31179461       31208766       .       8       8       .       0       chr9       31179461       31180256       .       .       chr9       31207338       31208766       .       .
chr9       31261584       31279560       .       11       11       .       0       chr9       31261584       31263259       .       .       chr9       31278451       31279560       .       .
chr9       31289816       31301992       .       7       7       .       0       chr9       31289816       31291115       .       .       chr9       31300343       31301992       .       .
chr9       31974493       32007800       .       13       13       .       0       chr9       31974493       31976703       .       .       chr9       32005052       32007800       .       .
chr9       31976892       32006947       .       25       25       .       0       chr9       31976892       31979949       .       .       chr9       32005229       32006947       .       .
chr9       31977131       31997767       .       29       29       .       0       chr9       31977131       31979455       .       .       chr9       31994485       31997767       .       .
chr9       31977391       32001555       .       13       13       .       0       chr9       31977391       31979454       .       .       chr9       31999511       32001555       .       .
chr9       31977837       32022297       .       7       7       .       0       chr9       31977837       31979999       .       .       chr9       32020705       32022297       .       .
chr9       31978787       31991010       .       8       8       .       0       chr9       31978787       31980575       .       .       chr9       31989167       31991010       .       .
chr9       31978845       31993285       .       8       8       .       0       chr9       31978845       31980449       .       .       chr9       31991183       31993285       .       .
chr9       31979258       32667087       .       7       7       .       0       chr9       31979258       31979948       .       .       chr9       32666584       32667087       .       .
chr9       31979500       31997000       .       7       7       .       0       chr9       31979500       31980752       .       .       chr9       31995109       31997000       .       .
chr9       31979894       31995032       .       7       7       .       0       chr9       31979894       31981485       .       .       chr9       31993651       31995032       .       .
chr9       31994573       32007471       .       27       27       .       0       chr9       31994573       31997906       .       .       chr9       32004553       32007471       .       .
chr9       32135703       32150725       .       8       8       .       0       chr9       32135703       32136473       .       .       chr9       32150225       32150725       .       .
chr9       32475112       32533701       .       8       8       .       0       chr9       32475112       32475612       .       .       chr9       32532922       32533701       .       .
chr9       32507318       32518903       .       9       9       .       0       chr9       32507318       32508927       .       .       chr9       32517760       32518903       .       .
chr9       32666879       32677022       .       7       7       .       0       chr9       32666879       32667379       .       .       chr9       32676477       32677022       .       .
chr9       35116506       35137453       .       8       8       .       0       chr9       35116506       35118271       .       .       chr9       35135807       35137453       .       .
chr9       35117000       35167286       .       9       9       .       0       chr9       35117000       35119004       .       .       chr9       35165201       35167286       .       .
chr9       35117006       35129872       .       20       20       .       0       chr9       35117006       35119521       .       .       chr9       35128199       35129872       .       .
chr9       35117216       35163385       .       7       7       .       0       chr9       35117216       35119004       .       .       chr9       35161180       35163385       .       .
chr9       35117430       35128158       .       15       15       .       0       chr9       35117430       35119011       .       .       chr9       35125903       35128158       .       .
chr9       35128157       35138157       .       9       9       .       0       chr9       35128157       35129337       .       .       chr9       35136734       35138157       .       .
chr9       35138936       35162886       .       7       7       .       0       chr9       35138936       35140379       .       .       chr9       35160965       35162886       .       .
chr9       36967723       37172427       .       7       7       .       0       chr9       36967723       36968263       .       .       chr9       37171904       37172427       .       .
chr9       40775615       40800279       .       10       10       .       0       chr9       40775615       40777394       .       .       chr9       40798897       40800279       .       .
chr9       40781353       40799997       .       7       7       .       0       chr9       40781353       40782557       .       .       chr9       40798967       40799997       .       .
chr9       40798737       40809927       .       7       7       .       0       chr9       40798737       40800036       .       .       chr9       40807825       40809927       .       .
chr9       41067090       41147409       .       8       8       .       0       chr9       41067090       41067635       .       .       chr9       41146909       41147409       .       .
chr9       42222906       42281352       .       7       7       .       0       chr9       42222906       42223484       .       .       chr9       42280852       42281352       .       .
chr9       42251003       42274276       .       7       7       .       0       chr9       42251003       42252296       .       .       chr9       42272599       42274276       .       .
chr9       42917056       44345084       .       7       7       .       0       chr9       42917056       42917556       .       .       chr9       44344501       44345084       .       .
chr9       43232114       43265520       .       9       9       .       0       chr9       43232114       43233732       .       .       chr9       43264069       43265520       .       .
chr9       43235507       43264586       .       11       11       .       0       chr9       43235507       43237827       .       .       chr9       43262270       43264586       .       .
chr9       43599060       43758608       .       7       7       .       0       chr9       43599060       43599803       .       .       chr9       43757659       43758608       .       .
chr9       45841211       45851878       .       8       8       .       0       chr9       45841211       45842896       .       .       chr9       45850135       45851878       .       .
chr9       45917164       45933441       .       13       13       .       0       chr9       45917164       45919093       .       .       chr9       45931684       45933441       .       .
chr9       46098140       46127328       .       7       7       .       0       chr9       46098140       46099840       .       .       chr9       46125429       46127328       .       .
chr9       46257058       46268742       .       7       7       .       0       chr9       46257058       46258774       .       .       chr9       46266981       46268742       .       .
chr9       48729714       48741547       .       8       8       .       0       chr9       48729714       48731623       .       .       chr9       48740384       48741547       .       .
chr9       49859427       49872558       .       9       9       .       0       chr9       49859427       49860035       .       .       chr9       49872055       49872558       .       .
chr9       50833778       50848373       .       9       9       .       0       chr9       50833778       50836008       .       .       chr9       50847039       50848373       .       .
chr9       51994709       52047280       .       7       7       .       0       chr9       51994709       51996518       .       .       chr9       52046540       52047280       .       .
chr9       52081551       52094412       .       9       9       .       0       chr9       52081551       52083730       .       .       chr9       52092427       52094412       .       .
chr9       54842465       54863596       .       12       12       .       0       chr9       54842465       54843771       .       .       chr9       54861827       54863596       .       .
chr9       56928126       56943051       .       7       7       .       0       chr9       56928126       56928999       .       .       chr9       56941821       56943051       .       .
chr9       56990614       72671100       .       8       8       .       0       chr9       56990614       56991114       .       .       chr9       72670504       72671100       .       .
chr9       57668154       57687066       .       11       11       .       0       chr9       57668154       57670429       .       .       chr9       57685199       57687066       .       .
chr9       58398102       98073617       .       8       8       .       0       chr9       58398102       58398602       .       .       chr9       98073070       98073617       .       .
chr9       61034245       61500302       .       7       7       .       0       chr9       61034245       61034806       .       .       chr9       61499802       61500302       .       .
chr9       62406939       119293854       .       7       7       .       0       chr9       62406939       62407439       .       .       chr9       119293242       119293854       .       .
chr9       64790276       64813865       .       8       8       .       0       chr9       64790276       64791295       .       .       chr9       64812223       64813865       .       .
chr9       65215057       65233807       .       7       7       .       0       chr9       65215057       65216208       .       .       chr9       65232734       65233807       .       .
chr9       65549941       65577114       .       8       8       .       0       chr9       65549941       65551111       .       .       chr9       65576283       65577114       .       .
chr9       69308617       69371242       .       7       7       .       0       chr9       69308617       69309117       .       .       chr9       69370680       69371242       .       .
chr9       69332236       69376377       .       9       9       .       0       chr9       69332236       69332736       .       .       chr9       69375761       69376377       .       .
chr9       69992843       70009410       .       34       34       .       0       chr9       69992843       69997681       .       .       chr9       70005909       70009410       .       .
chr9       69993610       70012128       .       7       7       .       0       chr9       69993610       69995372       .       .       chr9       70010114       70012128       .       .
chr9       69994360       70005678       .       9       9       .       0       chr9       69994360       69996308       .       .       chr9       70003992       70005678       .       .
chr9       70232130       70243961       .       7       7       .       0       chr9       70232130       70233284       .       .       chr9       70241922       70243961       .       .
chr9       70732829       102711788       .       7       7       .       0       chr9       70732829       70733329       .       .       chr9       102711212       102711788       .       .
chr9       71314605       108799786       .       7       7       .       0       chr9       71314605       71315105       .       .       chr9       108799176       108799786       .       .
chr9       72639496       72664462       .       10       10       .       0       chr9       72639496       72640662       .       .       chr9       72661911       72664462       .       .
chr9       72765526       72821939       .       7       7       .       0       chr9       72765526       72766103       .       .       chr9       72821439       72821939       .       .
chr9       74324332       74672951       .       7       7       .       0       chr9       74324332       74324911       .       .       chr9       74672451       74672951       .       .
chr9       74910988       74930783       .       9       9       .       0       chr9       74910988       74912671       .       .       chr9       74929156       74930783       .       .
chr9       74919615       74940598       .       49       49       .       0       chr9       74919615       74926324       .       .       chr9       74937709       74940598       .       .
chr9       74921336       74942295       .       7       7       .       0       chr9       74921336       74923022       .       .       chr9       74940663       74942295       .       .
chr9       74929177       74939951       .       10       10       .       0       chr9       74929177       74931085       .       .       chr9       74937999       74939951       .       .
chr9       77548376       77721227       .       7       7       .       0       chr9       77548376       77548958       .       .       chr9       77720727       77721227       .       .
chr9       77706678       77721228       .       10       10       .       0       chr9       77706678       77708592       .       .       chr9       77719691       77721228       .       .
chr9       77707466       77719484       .       19       19       .       0       chr9       77707466       77709916       .       .       chr9       77717318       77719484       .       .
chr9       77708093       77747269       .       7       7       .       0       chr9       77708093       77709313       .       .       chr9       77746090       77747269       .       .
chr9       77717795       77751713       .       20       20       .       0       chr9       77717795       77721074       .       .       chr9       77748811       77751713       .       .
chr9       77722182       77745216       .       11       11       .       0       chr9       77722182       77724060       .       .       chr9       77743983       77745216       .       .
chr9       77847666       77913065       .       8       8       .       0       chr9       77847666       77849402       .       .       chr9       77910756       77913065       .       .
chr9       78526606       78539449       .       9       9       .       0       chr9       78526606       78527850       .       .       chr9       78536909       78539449       .       .
chr9       80147735       85747040       .       8       8       .       0       chr9       80147735       80148235       .       .       chr9       85746476       85747040       .       .
chr9       80157631       80168536       .       7       7       .       0       chr9       80157631       80158131       .       .       chr9       80167948       80168536       .       .
chr9       80176016       80258734       .       7       7       .       0       chr9       80176016       80176818       .       .       chr9       80258234       80258734       .       .
chr9       84015897       84936564       .       7       7       .       0       chr9       84015897       84016397       .       .       chr9       84936023       84936564       .       .
chr9       86394936       86413809       .       7       7       .       0       chr9       86394936       86395588       .       .       chr9       86412434       86413809       .       .
chr9       89558877       94536750       .       7       7       .       0       chr9       89558877       89559453       .       .       chr9       94536250       94536750       .       .
chr9       89977274       90060225       .       8       8       .       0       chr9       89977274       89977774       .       .       chr9       90059669       90060225       .       .
chr9       90044545       90056738       .       16       16       .       0       chr9       90044545       90046934       .       .       chr9       90054280       90056738       .       .
chr9       90111710       90127257       .       8       8       .       0       chr9       90111710       90113058       .       .       chr9       90126411       90127257       .       .
chr9       90215906       90227698       .       10       10       .       0       chr9       90215906       90217790       .       .       chr9       90225687       90227698       .       .
chr9       90240806       90251803       .       12       12       .       0       chr9       90240806       90243100       .       .       chr9       90250021       90251803       .       .
chr9       90249647       90264740       .       8       8       .       0       chr9       90249647       90251803       .       .       chr9       90263043       90264740       .       .
chr9       90254586       90298963       .       7       7       .       0       chr9       90254586       90255086       .       .       chr9       90298382       90298963       .       .
chr9       90260680       90316266       .       8       8       .       0       chr9       90260680       90261680       .       .       chr9       90314777       90316266       .       .
chr9       90687851       90700072       .       9       9       .       0       chr9       90687851       90688351       .       .       chr9       90699112       90700072       .       .
chr9       92228402       92277701       .       11       11       .       0       chr9       92228402       92230492       .       .       chr9       92275255       92277701       .       .
chr9       92250394       92266209       .       13       13       .       0       chr9       92250394       92252430       .       .       chr9       92264180       92266209       .       .
chr9       92264973       92277112       .       7       7       .       0       chr9       92264973       92266585       .       .       chr9       92275260       92277112       .       .
chr9       94455680       94473805       .       7       7       .       0       chr9       94455680       94457270       .       .       chr9       94472351       94473805       .       .
chr9       94456765       94467984       .       7       7       .       0       chr9       94456765       94458106       .       .       chr9       94467039       94467984       .       .
chr9       96965654       96983374       .       29       29       .       0       chr9       96965654       96969249       .       .       chr9       96980223       96983374       .       .
chr9       100599757       100643333       .       8       8       .       0       chr9       100599757       100601091       .       .       chr9       100641600       100643333       .       .
chr9       101205938       101250870       .       8       8       .       0       chr9       101205938       101208152       .       .       chr9       101249578       101250870       .       .
chr9       101206495       101252505       .       8       8       .       0       chr9       101206495       101208685       .       .       chr9       101251285       101252505       .       .
chr9       101208247       101218233       .       8       8       .       0       chr9       101208247       101209647       .       .       chr9       101216869       101218233       .       .
chr9       103228521       103243871       .       19       19       .       0       chr9       103228521       103231367       .       .       chr9       103240726       103243871       .       .
chr9       103874521       103899683       .       7       7       .       0       chr9       103874521       103875021       .       .       chr9       103898934       103899683       .       .
chr9       106158501       106172405       .       11       11       .       0       chr9       106158501       106160850       .       .       chr9       106169970       106172405       .       .
chr9       106249612       106266108       .       8       8       .       0       chr9       106249612       106250735       .       .       chr9       106265021       106266108       .       .
chr9       106453075       106477466       .       9       9       .       0       chr9       106453075       106455334       .       .       chr9       106475398       106477466       .       .
chr9       108695168       108708741       .       7       7       .       0       chr9       108695168       108695737       .       .       chr9       108708241       108708741       .       .
chr9       109591266       113132830       .       10       10       .       0       chr9       109591266       109591766       .       .       chr9       113132233       113132830       .       .
chr9       110182144       110367209       .       7       7       .       0       chr9       110182144       110182644       .       .       chr9       110366612       110367209       .       .
chr9       110531746       110699928       .       7       7       .       0       chr9       110531746       110532352       .       .       chr9       110699428       110699928       .       .
chr9       111121534       111139554       .       7       7       .       0       chr9       111121534       111123160       .       .       chr9       111138166       111139554       .       .
chr9       113938937       113949339       .       7       7       .       0       chr9       113938937       113939437       .       .       chr9       113948448       113949339       .       .
chr9       114816714       114843540       .       7       7       .       0       chr9       114816714       114817712       .       .       chr9       114841448       114843540       .       .
chr9       114823500       114844193       .       8       8       .       0       chr9       114823500       114825462       .       .       chr9       114841924       114844193       .       .
chr9       114828101       114844270       .       27       27       .       0       chr9       114828101       114831384       .       .       chr9       114841062       114844270       .       .
chr9       114831531       114843111       .       8       8       .       0       chr9       114831531       114832629       .       .       chr9       114841447       114843111       .       .
chr9       118663550       118674166       .       7       7       .       0       chr9       118663550       118664807       .       .       chr9       118673130       118674166       .       .
chr9       119998751       120111950       .       8       8       .       0       chr9       119998751       119999324       .       .       chr9       120111444       120111950       .       .
chr9       121889229       121903909       .       27       27       .       0       chr9       121889229       121892746       .       .       chr9       121901168       121903909       .       .
chr9       124257723       124313288       .       7       7       .       0       chr9       124257723       124258224       .       .       chr9       124312342       124313288       .       .
chrMT       1       16300       .       1306       1306       .       0       chrMT       1       6852       .       .       chrMT       10572       16300       .       .
chrX       10239149       10253502       .       18       18       .       0       chrX       10239149       10241663       .       .       chrX       10250649       10253502       .       .
chrX       12041956       12504955       .       7       7       .       0       chrX       12041956       12042514       .       .       chrX       12503987       12504955       .       .
chrX       38403976       38425941       .       8       8       .       0       chrX       38403976       38404578       .       .       chrX       38424848       38425941       .       .
chrX       48193776       48204169       .       9       9       .       0       chrX       48193776       48195310       .       .       chrX       48202155       48204169       .       .
chrX       48373215       70479885       .       8       8       .       0       chrX       48373215       48373767       .       .       chrX       70479385       70479885       .       .
chrX       57223584       61626178       .       9       9       .       0       chrX       57223584       57224557       .       .       chrX       61625678       61626178       .       .
chrX       60328189       60345043       .       9       9       .       0       chrX       60328189       60330490       .       .       chrX       60343756       60345043       .       .
chrX       62013169       62152175       .       8       8       .       0       chrX       62013169       62013715       .       .       chrX       62151210       62152175       .       .
chrX       73466086       73479112       .       18       18       .       0       chrX       73466086       73469037       .       .       chrX       73476095       73479112       .       .
